,feature_politeness_==Please==,feature_politeness_==Please_start==,feature_politeness_==HASHEDGE==,feature_politeness_==Indirect_(btw)==,feature_politeness_==Hedges==,feature_politeness_==Factuality==,feature_politeness_==Deference==,feature_politeness_==Gratitude==,feature_politeness_==Apologizing==,feature_politeness_==1st_person_pl.==,feature_politeness_==1st_person==,feature_politeness_==1st_person_start==,feature_politeness_==2nd_person==,feature_politeness_==2nd_person_start==,feature_politeness_==Indirect_(greeting)==,feature_politeness_==Direct_question==,feature_politeness_==Direct_start==,feature_politeness_==HASPOSITIVE==,feature_politeness_==HASNEGATIVE==,feature_politeness_==SUBJUNCTIVE==,feature_politeness_==INDICATIVE==,msg_id
Game12-turkey-russia-76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-76
Game12-turkey-russia-77,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game12-turkey-russia-77
Game12-turkey-russia-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-81
Game12-turkey-russia-82,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game12-turkey-russia-82
Game12-turkey-russia-83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-83
Game12-turkey-russia-84,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-84
Game12-turkey-russia-86,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game12-turkey-russia-86
Game12-turkey-russia-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-87
Game12-turkey-russia-89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-89
Game12-turkey-russia-90,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Game12-turkey-russia-90
Game12-turkey-russia-92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game12-turkey-russia-92
Game12-turkey-russia-93,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Game12-turkey-russia-93
Game12-turkey-russia-95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Game12-turkey-russia-95
Game12-turkey-russia-98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Game12-turkey-russia-98
Game12-turkey-russia-99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Game12-turkey-russia-99
Game12-turkey-russia-102,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-102
Game12-turkey-russia-105,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game12-turkey-russia-105
Game12-turkey-russia-108,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,Game12-turkey-russia-108
Game12-turkey-russia-109,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game12-turkey-russia-109
Game12-turkey-russia-110,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game12-turkey-russia-110
Game12-turkey-russia-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Game12-turkey-russia-111
Game12-turkey-russia-116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-116
Game12-turkey-russia-118,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game12-turkey-russia-118
Game12-turkey-russia-119,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-119
Game12-turkey-russia-121,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game12-turkey-russia-121
Game12-turkey-russia-122,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,Game12-turkey-russia-122
Game12-turkey-russia-124,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-124
Game12-turkey-russia-125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Game12-turkey-russia-125
Game12-turkey-russia-128,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,Game12-turkey-russia-128
Game12-turkey-russia-132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Game12-turkey-russia-132
Game12-turkey-russia-133,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game12-turkey-russia-133
Game12-turkey-russia-137,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game12-turkey-russia-137
Game12-turkey-russia-139,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-139
Game12-turkey-russia-141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-141
Game12-turkey-russia-150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Game12-turkey-russia-150
Game12-turkey-russia-152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Game12-turkey-russia-152
Game12-turkey-russia-155,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game12-turkey-russia-155
Game12-turkey-russia-157,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game12-turkey-russia-157
Game12-turkey-russia-158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-158
Game12-turkey-russia-159,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Game12-turkey-russia-159
Game12-turkey-russia-160,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game12-turkey-russia-160
Game12-turkey-russia-161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game12-turkey-russia-161
Game12-turkey-russia-163,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Game12-turkey-russia-163
Game12-turkey-russia-164,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-164
Game12-turkey-russia-165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game12-turkey-russia-165
Game12-turkey-russia-167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-167
Game12-turkey-russia-168,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game12-turkey-russia-168
Game12-turkey-russia-170,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,Game12-turkey-russia-170
Game12-turkey-russia-171,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,Game12-turkey-russia-171
Game12-turkey-russia-172,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Game12-turkey-russia-172
Game12-turkey-russia-173,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Game12-turkey-russia-173
Game12-turkey-russia-174,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,Game12-turkey-russia-174
Game12-turkey-russia-176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Game12-turkey-russia-176
Game12-turkey-russia-178,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game12-turkey-russia-178
Game12-turkey-russia-179,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-179
Game12-turkey-russia-185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game12-turkey-russia-185
Game12-turkey-russia-189,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-189
Game12-turkey-russia-191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Game12-turkey-russia-191
Game12-turkey-russia-192,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Game12-turkey-russia-192
Game12-turkey-russia-193,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game12-turkey-russia-193
Game12-turkey-russia-195,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Game12-turkey-russia-195
Game12-turkey-russia-196,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Game12-turkey-russia-196
Game12-turkey-russia-197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-197
Game12-turkey-russia-199,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game12-turkey-russia-199
Game12-turkey-russia-203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-203
Game12-turkey-russia-207,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game12-turkey-russia-207
Game12-turkey-russia-208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-208
Game12-turkey-russia-211,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game12-turkey-russia-211
Game12-turkey-russia-212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-212
Game12-turkey-russia-215,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game12-turkey-russia-215
Game12-turkey-russia-218,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game12-turkey-russia-218
Game12-turkey-russia-220,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Game12-turkey-russia-220
Game12-turkey-russia-221,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Game12-turkey-russia-221
Game12-turkey-russia-222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,Game12-turkey-russia-222
Game12-turkey-russia-223,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game12-turkey-russia-223
Game12-turkey-russia-225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-225
Game12-turkey-russia-226,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,Game12-turkey-russia-226
Game12-turkey-russia-227,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-227
Game12-turkey-russia-228,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game12-turkey-russia-228
Game12-turkey-russia-229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Game12-turkey-russia-229
Game12-turkey-russia-230,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game12-turkey-russia-230
Game12-turkey-russia-232,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,Game12-turkey-russia-232
Game12-turkey-russia-233,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game12-turkey-russia-233
Game12-turkey-russia-234,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Game12-turkey-russia-234
Game12-turkey-russia-236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-236
Game12-turkey-russia-237,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game12-turkey-russia-237
Game12-turkey-russia-238,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game12-turkey-russia-238
Game12-turkey-russia-239,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,Game12-turkey-russia-239
Game12-turkey-russia-240,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,Game12-turkey-russia-240
Game12-turkey-russia-241,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game12-turkey-russia-241
Game12-turkey-russia-242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Game12-turkey-russia-242
Game12-turkey-russia-243,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,Game12-turkey-russia-243
Game12-turkey-russia-245,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Game12-turkey-russia-245
Game12-turkey-russia-246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Game12-turkey-russia-246
Game12-turkey-russia-247,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Game12-turkey-russia-247
Game12-turkey-russia-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-250
Game12-turkey-russia-252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game12-turkey-russia-252
Game12-turkey-russia-255,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Game12-turkey-russia-255
Game12-turkey-russia-256,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-256
Game12-turkey-russia-258,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,Game12-turkey-russia-258
Game12-turkey-russia-259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Game12-turkey-russia-259
Game12-turkey-russia-260,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,Game12-turkey-russia-260
Game12-turkey-russia-261,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,Game12-turkey-russia-261
Game12-turkey-russia-263,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-263
Game12-turkey-russia-265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-265
Game12-turkey-russia-266,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Game12-turkey-russia-266
Game12-turkey-russia-267,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Game12-turkey-russia-267
Game12-turkey-russia-268,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Game12-turkey-russia-268
Game12-turkey-russia-269,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,Game12-turkey-russia-269
Game12-turkey-russia-270,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-270
Game12-turkey-russia-272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-272
Game12-turkey-russia-273,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,Game12-turkey-russia-273
Game12-turkey-russia-274,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,Game12-turkey-russia-274
Game12-turkey-russia-275,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game12-turkey-russia-275
Game12-turkey-russia-278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-278
Game12-turkey-russia-279,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,Game12-turkey-russia-279
Game12-turkey-russia-281,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,Game12-turkey-russia-281
Game12-turkey-russia-282,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,Game12-turkey-russia-282
Game12-turkey-russia-284,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,Game12-turkey-russia-284
Game12-turkey-russia-287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-287
Game12-turkey-russia-288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-288
Game12-turkey-russia-290,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game12-turkey-russia-290
Game12-turkey-russia-291,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Game12-turkey-russia-291
Game12-turkey-russia-292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-292
Game12-turkey-russia-295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-295
Game12-turkey-russia-297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-297
Game12-turkey-russia-298,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,Game12-turkey-russia-298
Game12-turkey-russia-299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-299
Game12-turkey-russia-300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,Game12-turkey-russia-300
Game12-turkey-russia-303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game12-turkey-russia-303
Game12-turkey-russia-304,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Game12-turkey-russia-304
Game12-turkey-russia-306,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game12-turkey-russia-306
Game12-turkey-russia-308,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,Game12-turkey-russia-308
Game12-turkey-russia-309,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-309
Game12-turkey-russia-310,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Game12-turkey-russia-310
Game12-turkey-russia-311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game12-turkey-russia-311
Game12-turkey-russia-312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game12-turkey-russia-312
Game12-turkey-russia-313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game12-turkey-russia-313
Game12-turkey-russia-315,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-315
Game12-turkey-russia-317,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Game12-turkey-russia-317
Game12-turkey-russia-318,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game12-turkey-russia-318
Game12-turkey-russia-319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game12-turkey-russia-319
Game12-turkey-russia-322,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game12-turkey-russia-322
Game12-turkey-russia-323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-323
Game12-turkey-russia-326,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Game12-turkey-russia-326
Game12-turkey-russia-328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Game12-turkey-russia-328
Game12-turkey-russia-329,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,Game12-turkey-russia-329
Game12-turkey-russia-331,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Game12-turkey-russia-331
Game12-turkey-russia-332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-332
Game12-turkey-russia-334,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game12-turkey-russia-334
Game12-turkey-russia-335,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game12-turkey-russia-335
Game12-turkey-russia-336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-336
Game12-turkey-russia-337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game12-turkey-russia-337
Game12-turkey-russia-339,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-339
Game12-turkey-russia-340,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game12-turkey-russia-340
Game12-turkey-russia-342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Game12-turkey-russia-342
Game12-turkey-russia-343,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game12-turkey-russia-343
Game12-turkey-russia-348,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-348
Game12-turkey-russia-352,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game12-turkey-russia-352
Game12-turkey-russia-353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game12-turkey-russia-353
Game12-turkey-russia-354,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Game12-turkey-russia-354
Game12-turkey-russia-355,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,Game12-turkey-russia-355
Game12-turkey-russia-357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game12-turkey-russia-357
Game12-turkey-russia-359,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,Game12-turkey-russia-359
Game12-turkey-russia-362,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Game12-turkey-russia-362
Game12-turkey-russia-363,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game12-turkey-russia-363
Game12-turkey-russia-364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-364
Game12-turkey-russia-372,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Game12-turkey-russia-372
Game12-turkey-russia-376,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game12-turkey-russia-376
Game12-turkey-russia-377,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,Game12-turkey-russia-377
Game12-turkey-russia-379,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Game12-turkey-russia-379
Game12-turkey-russia-380,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game12-turkey-russia-380
Game12-turkey-russia-383,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Game12-turkey-russia-383
Game12-turkey-russia-384,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game12-turkey-russia-384
Game12-turkey-russia-387,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,Game12-turkey-russia-387
Game12-france-russia-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Game12-france-russia-1
Game12-france-russia-4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game12-france-russia-4
Game12-france-russia-5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game12-france-russia-5
Game12-france-russia-9,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game12-france-russia-9
Game12-france-russia-11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game12-france-russia-11
Game12-france-russia-12,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,Game12-france-russia-12
Game12-france-russia-13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,Game12-france-russia-13
Game12-france-russia-14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,Game12-france-russia-14
Game12-france-russia-16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game12-france-russia-16
Game12-france-russia-17,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Game12-france-russia-17
Game12-france-russia-18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game12-france-russia-18
Game12-france-russia-20,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Game12-france-russia-20
Game12-france-russia-22,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Game12-france-russia-22
Game12-france-russia-23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Game12-france-russia-23
Game12-france-russia-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game12-france-russia-25
Game12-france-russia-26,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game12-france-russia-26
Game12-france-russia-29,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Game12-france-russia-29
Game12-france-russia-31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Game12-france-russia-31
Game12-france-russia-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game12-france-russia-34
Game12-france-russia-35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game12-france-russia-35
Game12-france-russia-37,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game12-france-russia-37
Game12-france-russia-38,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Game12-france-russia-38
Game12-france-russia-39,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game12-france-russia-39
Game12-france-russia-41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game12-france-russia-41
Game12-france-russia-43,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Game12-france-russia-43
Game12-france-russia-46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game12-france-russia-46
Game12-france-russia-50,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Game12-france-russia-50
